,total_images,last_price,total_area,first_day_exposition,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,locality_name,airports_nearest,cityCenters_nearest,parks_around3000,parks_nearest,ponds_around3000,ponds_nearest,days_exposition
1687,0,5960000.0,87.0,2017-06-28T00:00:00,2,2.8,4.0,37.0,3,,False,False,15.0,,Ломоносов,49343.0,52768.0,2.0,407.0,3.0,410.0,236.0
1688,16,5130000.0,52.0,2015-11-19T00:00:00,2,,12.0,30.0,7,,False,False,8.0,0.0,Санкт-Петербург,32622.0,14071.0,0.0,,0.0,,408.0
1689,16,2950000.0,37.0,2016-05-30T00:00:00,1,,5.0,17.5,1,,False,False,8.5,0.0,Гатчина,,,,,,,42.0
1690,13,4550000.0,45.0,2017-11-10T00:00:00,2,,9.0,26.2,7,,False,False,7.3,1.0,Санкт-Петербург,17863.0,16865.0,1.0,315.0,1.0,860.0,182.00000000000003
1691,20,19000000.0,179.7,2017-11-30T00:00:00,4,2.57,12.0,92.7,12,,False,False,14.2,5.0,Санкт-Петербург,31039.0,13021.0,0.0,,0.0,,305.0
1692,6,3730000.0,36.2,2018-07-31T00:00:00,1,2.6,12.0,21.4,12,,False,False,7.3,,Санкт-Петербург,43692.0,10473.0,1.0,78.0,1.0,960.0,67.0
1693,9,2850000.0,47.0,2018-12-16T00:00:00,2,2.6,5.0,28.0,1,,False,False,6.5,,посёлок Аннино,,,,,,,
1694,20,20500000.0,168.0,2015-09-20T00:00:00,4,3.0,5.0,72.52,2,,False,False,46.0,,Санкт-Петербург,17112.0,16114.0,3.0,574.0,2.0,207.0,
1695,18,8990000.0,69.0,2018-08-12T00:00:00,3,2.75,16.0,43.0,8,,False,False,9.0,1.0,Санкт-Петербург,30252.0,7624.0,0.0,,1.0,267.0,49.0
1696,15,6700000.0,92.5,2019-03-10T00:00:00,3,,16.0,54.0,12,,False,False,10.7,1.0,посёлок Парголово,54061.0,23986.0,0.0,,0.0,,
1697,11,3550000.0,28.0,2018-02-08T00:00:00,1,2.65,34.0,18.0,23,,False,False,,,Санкт-Петербург,18732.0,20444.0,0.0,,3.0,80.0,410.0
1698,4,2200000.0,43.0,2016-12-03T00:00:00,1,2.75,3.0,19.0,3,,False,False,8.6,,деревня Вартемяги,,,,,,,362.00000000000006
1699,9,3650000.0,46.5,2019-03-05T00:00:00,1,,10.0,18.0,3,,False,False,14.0,,Сертолово,,,,,,,45.00000000000001
1700,8,4100000.0,47.0,2018-10-30T00:00:00,2,2.5,5.0,34.0,2,,False,False,5.0,,Гатчина,,,,,,,
1701,1,4250000.0,52.6,2019-02-13T00:00:00,2,,10.0,,10,,False,False,,2.0,городской посёлок Янино-1,,,,,,,
1702,11,2800000.0,51.4,2018-12-18T00:00:00,2,2.5,5.0,29.3,4,,False,False,8.2,,Гатчина,,,,,,,55.0
1703,0,3300000.0,45.3,2017-08-27T00:00:00,2,,9.0,27.9,2,,False,False,8.3,,посёлок Шушары,24150.0,29936.0,0.0,,0.0,,105.0
1704,19,4700000.0,52.2,2018-03-23T00:00:00,2,2.6,5.0,30.4,5,,False,False,6.8,1.0,Санкт-Петербург,13835.0,12367.0,0.0,,1.0,667.0,303.0
1705,0,7500000.0,77.0,2018-04-09T00:00:00,4,,5.0,,3,,False,False,,,Пушкин,12611.0,24765.0,1.0,533.0,0.0,,156.0
1706,10,62171920.0,200.3,2018-05-19T00:00:00,3,,16.0,101.0,11,,False,False,32.1,,Санкт-Петербург,31887.0,4979.0,0.0,,2.0,182.0,
1707,14,4600000.0,52.7,2017-12-27T00:00:00,2,3.0,5.0,37.1,2,,False,False,6.7,,Санкт-Петербург,19547.0,3816.0,0.0,,3.0,319.0,187.00000000000003
1708,11,1450000.0,44.6,2017-07-20T00:00:00,2,2.5,5.0,32.0,4,,False,False,5.0,,Кириши,,,,,,,229.0
1709,6,3190000.0,45.3,2017-10-03T00:00:00,2,2.56,5.0,31.2,1,,False,False,6.1,0.0,Санкт-Петербург,20243.0,14385.0,1.0,945.0,1.0,943.0,30.0
1710,13,1050000.0,30.4,2018-02-07T00:00:00,1,,2.0,17.5,1,,False,False,6.1,,городской посёлок Мга,,,,,,,210.0
1711,5,7500000.0,65.0,2016-03-16T00:00:00,2,,15.0,34.0,7,False,False,False,12.5,2.0,Санкт-Петербург,13665.0,12398.0,1.0,737.0,0.0,,163.0
1712,4,2850000.0,32.0,2017-11-14T00:00:00,1,,9.0,18.0,2,,False,False,6.0,,Санкт-Петербург,49480.0,15305.0,1.0,808.0,1.0,774.0,131.0
1713,11,3500000.0,43.5,2017-10-13T00:00:00,2,2.5,5.0,27.0,1,,False,False,,0.0,посёлок Парголово,54584.0,18810.0,1.0,108.0,1.0,98.0,5.0
1714,0,5200000.0,68.0,2019-04-19T00:00:00,2,3.0,3.0,39.5,3,,False,False,8.3,,Санкт-Петербург,35652.0,10567.0,1.0,641.0,0.0,,4.0
1715,6,2600000.0,32.0,2019-02-11T00:00:00,1,2.5,4.0,18.7,1,,False,False,5.4,,посёлок Стрельна,28945.0,24134.0,0.0,,0.0,,
1716,15,6650000.0,63.8,2017-04-20T00:00:00,2,,4.0,39.9,4,,False,False,6.6,0.0,Санкт-Петербург,24202.0,4034.0,0.0,,1.0,582.0,95.0
1717,6,2900000.0,40.5,2016-05-04T00:00:00,1,,10.0,18.6,6,False,False,False,10.8,2.0,посёлок Шушары,18012.0,23688.0,0.0,,1.0,630.0,848.0
1718,1,7570000.0,75.0,2019-02-07T00:00:00,4,2.6,14.0,47.0,9,,False,False,9.0,1.0,Санкт-Петербург,29693.0,12524.0,1.0,651.0,1.0,957.0,
1719,12,4200000.0,38.0,2018-02-12T00:00:00,1,2.7,4.0,17.0,3,,False,False,9.0,1.0,Пушкин,14982.0,27136.0,3.0,311.0,3.0,557.0,162.0
1720,10,4100000.0,40.0,2018-08-15T00:00:00,1,,21.0,18.0,10,,False,False,11.0,,посёлок Мурино,,,,,,,20.0
1721,9,1190000.0,32.5,2019-02-23T00:00:00,1,2.7,5.0,17.9,2,,False,False,6.2,,поселок Елизаветино,,,,,,,
1722,6,5900000.0,52.0,2015-11-19T00:00:00,2,,10.0,31.0,3,,False,False,9.5,2.0,Санкт-Петербург,34446.0,11799.0,0.0,,0.0,,785.0
1723,19,5500000.0,56.7,2019-03-19T00:00:00,2,2.5,9.0,29.6,5,,False,False,7.3,,Санкт-Петербург,47632.0,15812.0,0.0,,0.0,,10.0
1724,8,3800000.0,46.0,2018-05-27T00:00:00,2,2.5,9.0,29.0,2,,False,False,7.0,2.0,Колпино,27483.0,33269.0,0.0,,2.0,480.0,247.0
1725,15,3100000.0,39.3,2018-03-14T00:00:00,1,,16.0,,7,,False,False,10.3,2.0,деревня Новое Девяткино,,,,,,,6.000000000000001
1726,13,2900000.0,56.8,2018-06-28T00:00:00,2,,5.0,33.0,5,,False,False,8.5,,Тосно,,,,,,,29.0
1727,20,16900000.0,65.0,2019-03-13T00:00:00,2,3.0,7.0,32.0,7,,False,False,14.0,1.0,Санкт-Петербург,32685.0,6131.0,0.0,,1.0,357.0,16.0
1728,18,6540000.0,73.2,2019-04-10T00:00:00,4,,9.0,51.8,9,,False,False,6.3,,Санкт-Петербург,22089.0,16209.0,0.0,,1.0,781.0,
1729,2,2250000.0,38.5,2017-11-10T00:00:00,1,,10.0,15.72,5,,False,False,11.29,1.0,Всеволожск,,,,,,,286.0
1730,10,3330000.0,42.3,2017-09-19T00:00:00,1,2.6,10.0,18.0,8,,False,False,11.0,2.0,посёлок Шушары,11637.0,17424.0,0.0,,0.0,,25.0
1731,6,2900000.0,42.0,2017-05-30T00:00:00,2,,4.0,31.0,2,,False,False,5.0,0.0,поселок городского типа Кузьмоловский,,,,,,,45.00000000000001
1732,11,8250000.0,69.7,2017-07-05T00:00:00,3,3.0,5.0,48.4,1,,False,False,8.8,,Санкт-Петербург,12126.0,8164.0,1.0,474.0,3.0,468.0,280.0
1733,8,8300000.0,70.0,2016-01-29T00:00:00,2,3.2,8.0,42.0,7,False,False,False,12.0,2.0,Санкт-Петербург,18140.0,17143.0,1.0,1514.0,2.0,16.0,200.0
1734,6,7500000.0,63.0,2017-08-30T00:00:00,2,2.8,15.0,31.0,8,,False,False,13.0,,Санкт-Петербург,34530.0,14398.0,0.0,,1.0,965.0,167.0
1735,4,9190000.0,104.0,2018-05-02T00:00:00,4,2.67,7.0,63.3,6,False,False,False,7.5,,Санкт-Петербург,25017.0,3865.0,1.0,439.0,2.0,619.0,
1736,3,3800000.0,33.8,2017-10-19T00:00:00,1,2.5,10.0,18.7,4,,False,False,7.0,2.0,Санкт-Петербург,33954.0,14256.0,0.0,,0.0,,4.0
1737,8,6300000.0,60.6,2017-02-15T00:00:00,2,2.78,16.0,35.4,3,,False,False,10.7,0.0,Санкт-Петербург,10841.0,12458.0,0.0,,0.0,,86.0
1738,18,6800000.0,100.0,2019-04-21T00:00:00,5,2.5,15.0,64.8,11,,False,False,6.8,,Санкт-Петербург,49791.0,15645.0,1.0,312.0,0.0,,
1739,13,2600000.0,43.5,2018-02-27T00:00:00,2,2.5,5.0,28.5,1,,False,False,5.0,,Гатчина,,,,,,,20.0
1740,8,1100000.0,31.3,2019-04-18T00:00:00,1,,5.0,18.0,3,,False,False,5.5,,Волхов,,,,,,,
1741,20,7200000.0,52.0,2019-04-28T00:00:00,2,2.65,9.0,31.0,8,,False,False,8.0,1.0,Санкт-Петербург,29615.0,6987.0,0.0,,3.0,369.0,
1742,6,3980000.0,44.6,2018-03-06T00:00:00,2,,5.0,30.3,5,,False,False,7.0,1.0,Санкт-Петербург,15001.0,13542.0,0.0,,0.0,,37.0
1743,4,2950000.0,31.0,2016-05-19T00:00:00,1,,5.0,,4,,False,False,,0.0,Санкт-Петербург,39636.0,8896.0,0.0,,1.0,873.0,90.00000000000001
1744,6,4500000.0,40.0,2017-07-24T00:00:00,1,2.62,12.0,20.0,3,,False,False,10.0,2.0,Санкт-Петербург,35094.0,15396.0,0.0,,3.0,803.0,48.00000000000001
1745,12,4550000.0,64.0,2016-04-25T00:00:00,3,,5.0,43.6,4,,False,False,,0.0,деревня Новое Девяткино,,,,,,,387.00000000000006
1746,9,800000.0,29.0,2018-09-12T00:00:00,1,2.5,5.0,15.0,4,,False,False,7.0,1.0,посёлок городского типа Кузнечное,,,,,,,
1747,12,4500000.0,52.0,2018-06-13T00:00:00,2,,5.0,30.0,2,,False,False,10.0,,Петергоф,40114.0,32795.0,0.0,,0.0,,128.0
1748,6,15715440.0,94.9,2017-04-25T00:00:00,3,3.0,17.0,52.77,15,False,False,False,14.56,,Санкт-Петербург,39140.0,10364.0,2.0,173.0,3.0,196.0,549.0
1749,3,5670000.0,57.1,2018-08-12T00:00:00,2,,25.0,32.05,6,,False,False,9.5,,Санкт-Петербург,48847.0,16685.0,0.0,,0.0,,226.0
1750,14,2620000.0,59.0,2018-01-18T00:00:00,2,2.5,5.0,29.5,2,,False,False,15.0,,поселок городского типа Синявино,,,,,,,
1751,10,2290000.0,30.1,2017-12-26T00:00:00,1,2.7,3.0,12.5,2,,False,False,9.0,,Всеволожск,,,,,,,169.0
1752,6,4000000.0,41.0,2017-11-10T00:00:00,1,2.7,14.0,,1,,False,False,,,Санкт-Петербург,33482.0,14581.0,0.0,,1.0,665.0,74.0
1753,8,1150000.0,29.4,2019-02-18T00:00:00,1,2.5,5.0,17.0,3,,False,False,5.5,,Кириши,,,,,,,
1754,9,3650000.0,40.5,2017-06-12T00:00:00,1,,10.0,18.6,9,,False,False,11.0,2.0,Санкт-Петербург,15033.0,13574.0,1.0,432.0,1.0,120.0,193.00000000000003
1755,19,6000000.0,77.7,2016-06-03T00:00:00,4,2.5,9.0,55.1,4,False,False,False,10.0,2.0,Санкт-Петербург,27486.0,11854.0,2.0,257.0,1.0,856.0,269.0
1756,10,2600000.0,45.2,2017-09-28T00:00:00,2,,5.0,26.5,1,,False,False,6.2,1.0,деревня Колтуши,,,,,,,117.0
1757,5,3600000.0,39.0,2017-04-22T00:00:00,1,,,,9,,False,False,,0.0,Санкт-Петербург,22735.0,11618.0,1.0,835.0,1.0,652.0,77.0
1758,12,7300000.0,62.0,2017-09-13T00:00:00,2,2.65,16.0,33.1,3,,False,False,10.6,2.0,Санкт-Петербург,45922.0,19493.0,0.0,,0.0,,68.0
1759,5,7500000.0,70.0,2018-07-18T00:00:00,3,2.5,9.0,,1,,False,False,,,Санкт-Петербург,12504.0,12416.0,0.0,,1.0,431.0,13.0
1760,5,4570000.0,35.1,2017-11-05T00:00:00,1,2.75,25.0,16.8,8,,False,False,9.5,1.0,Санкт-Петербург,36276.0,10591.0,0.0,,0.0,,10.0
1761,11,999000.0,62.0,2018-02-15T00:00:00,4,,5.0,46.0,2,,False,False,7.0,,Бокситогорск,,,,,,,226.0
1762,7,8400000.0,91.7,2016-03-31T00:00:00,4,3.57,5.0,69.6,3,,False,False,5.6,,Санкт-Петербург,24294.0,2877.0,3.0,121.0,3.0,646.0,722.0000000000001
1763,18,1900000.0,57.5,2015-09-21T00:00:00,2,2.7,5.0,32.7,3,,False,False,8.7,2.0,поселок Запорожское,,,,,,,
1764,20,3300000.0,32.0,2018-08-17T00:00:00,1,,9.0,18.0,9,,False,False,6.0,,Санкт-Петербург,14358.0,15134.0,0.0,,1.0,433.0,129.0
1765,1,7070434.0,55.0,2017-07-01T00:00:00,1,,10.0,23.0,4,,False,False,16.0,0.0,Санкт-Петербург,37412.0,8370.0,1.0,392.0,2.0,359.0,60.0
1766,18,53800000.0,201.0,2017-07-17T00:00:00,5,,5.0,131.5,5,,False,False,19.5,1.0,Санкт-Петербург,24468.0,4035.0,1.0,927.0,3.0,464.0,213.0
1767,1,4400000.0,39.0,2016-03-18T00:00:00,1,,15.0,18.0,12,,False,False,12.0,0.0,Санкт-Петербург,17632.0,15973.0,1.0,38.0,0.0,,102.0
1768,6,5650000.0,60.0,2015-08-04T00:00:00,2,2.82,15.0,31.0,2,,False,False,14.0,1.0,Санкт-Петербург,17101.0,17110.0,0.0,,0.0,,796.0
1769,4,5488787.0,55.8,2019-02-07T00:00:00,2,2.65,12.0,29.7,5,,False,False,,,городской посёлок Янино-1,,,,,,,49.0
1770,10,2566270.0,42.07,2018-12-13T00:00:00,1,,15.0,,8,,False,False,11.11,,посёлок Новогорелово,,,,,,,11.000000000000002
1771,5,4350000.0,46.4,2018-02-02T00:00:00,2,,4.0,27.4,4,,False,False,8.4,,Санкт-Петербург,26442.0,5290.0,0.0,,1.0,670.0,94.0
1772,12,5949000.0,57.0,2018-06-05T00:00:00,2,,26.0,33.0,18,,False,False,11.0,,посёлок Парголово,52768.0,17994.0,0.0,,0.0,,116.0
1773,6,7100000.0,69.7,2019-04-18T00:00:00,3,2.6,9.0,41.1,4,,False,False,8.0,,Санкт-Петербург,51123.0,14390.0,0.0,,0.0,,
1774,2,4310000.0,51.0,2017-10-25T00:00:00,1,,12.0,17.0,11,,False,False,19.0,,городской посёлок Новоселье,,,,,,,101.0
1775,9,2800000.0,30.0,2017-06-22T00:00:00,1,,9.0,15.2,6,,False,False,6.7,0.0,Санкт-Петербург,29186.0,12791.0,0.0,,1.0,908.0,13.0
1776,12,9950000.0,64.0,2018-02-16T00:00:00,2,2.7,23.0,54.0,21,,False,False,10.0,2.0,Санкт-Петербург,21595.0,12029.0,1.0,223.0,0.0,,63.0
1777,20,22900000.0,149.0,2018-10-15T00:00:00,5,3.0,7.0,107.0,6,,False,False,8.1,,Санкт-Петербург,24714.0,3044.0,2.0,492.0,1.0,849.0,18.0
1778,15,2950000.0,64.2,2018-11-26T00:00:00,3,2.5,5.0,45.6,5,,False,False,5.5,1.0,посёлок городского типа Рощино,,,,,,,42.0
1779,10,8000000.0,74.0,2017-11-18T00:00:00,3,3.2,5.0,48.0,4,,False,False,7.5,,Санкт-Петербург,16602.0,8133.0,0.0,,1.0,855.0,519.0
1780,5,3550000.0,33.0,2017-09-12T00:00:00,1,2.55,18.0,18.0,9,,False,False,9.0,2.0,Санкт-Петербург,14861.0,12449.0,0.0,,0.0,,184.00000000000003
1781,9,990000.0,34.0,2016-05-31T00:00:00,2,,2.0,26.0,2,,False,False,8.0,1.0,Луга,,,,,,,78.0
1782,17,3600000.0,46.1,2018-02-03T00:00:00,2,2.6,5.0,32.0,1,,False,False,7.0,,Санкт-Петербург,32472.0,9550.0,0.0,,0.0,,145.0
1783,10,5199000.0,52.0,2018-03-26T00:00:00,2,2.6,10.0,,6,,False,False,,,Санкт-Петербург,32831.0,13995.0,1.0,104.0,1.0,393.0,60.0
1784,9,9500000.0,95.0,2017-12-15T00:00:00,3,,21.0,,13,,False,False,,,Санкт-Петербург,21460.0,16788.0,0.0,,1.0,170.0,60.0
1785,5,4200000.0,45.5,2019-03-22T00:00:00,2,2.6,5.0,31.0,1,,False,False,6.0,,Санкт-Петербург,42159.0,14663.0,0.0,,0.0,,18.0
1786,13,9690000.0,98.0,2015-06-03T00:00:00,4,3.0,5.0,71.9,5,,False,False,9.0,,Санкт-Петербург,38809.0,8069.0,1.0,850.0,1.0,689.0,
1787,3,1399000.0,33.0,2015-11-30T00:00:00,1,2.5,3.0,17.3,3,False,False,False,7.5,1.0,поселок Молодцово,,,,,,,711.0000000000001
1788,6,6276110.0,52.2,2019-04-29T00:00:00,1,3.0,4.0,,3,,False,False,11.49,5.0,Санкт-Петербург,45850.0,21782.0,0.0,,1.0,740.0,
1789,10,2700000.0,40.0,2018-06-15T00:00:00,1,,5.0,,3,,False,False,,,деревня Низино,,,,,,,45.00000000000001
1790,9,4130000.0,42.0,2018-01-10T00:00:00,1,,16.0,18.0,11,,False,False,10.3,,Санкт-Петербург,19891.0,21603.0,0.0,,1.0,853.0,10.0
1791,8,5450000.0,41.1,2016-04-04T00:00:00,1,,16.0,20.5,12,,False,False,10.0,0.0,Санкт-Петербург,16548.0,11013.0,1.0,831.0,1.0,968.0,84.0
1792,13,2990000.0,37.0,2017-07-17T00:00:00,1,2.7,4.0,18.0,2,,False,False,13.0,0.0,посёлок Парголово,54498.0,18724.0,1.0,270.0,1.0,243.0,45.00000000000001
1793,3,10895000.0,96.7,2017-12-22T00:00:00,3,,18.0,,5,,False,False,,,Санкт-Петербург,17441.0,8092.0,0.0,,0.0,,90.00000000000001
1794,6,2150000.0,32.6,2018-02-20T00:00:00,1,,4.0,18.3,4,,False,False,5.3,,Гатчина,,,,,,,72.0
1795,10,2200000.0,42.0,2018-11-14T00:00:00,2,2.5,5.0,27.0,3,,False,False,6.0,1.0,деревня Гостилицы,,,,,,,
1796,7,2750000.0,36.7,2017-09-27T00:00:00,1,,4.0,17.1,2,,False,False,8.2,,деревня Малое Карлино,,,,,,,61.0
1797,4,3549000.0,31.0,2018-03-29T00:00:00,1,,5.0,18.0,2,,False,False,6.0,,Санкт-Петербург,11035.0,10667.0,0.0,,0.0,,51.0
1798,12,10300000.0,76.1,2019-01-26T00:00:00,3,3.0,6.0,48.0,6,,False,False,10.3,,Санкт-Петербург,11135.0,8945.0,1.0,451.0,0.0,,65.0
1799,6,1500000.0,43.0,2018-10-23T00:00:00,2,,5.0,31.2,1,,False,False,6.0,1.0,посёлок Мичуринское,,,,,,,
1800,10,14900000.0,52.0,2016-06-24T00:00:00,1,,3.0,34.0,1,,False,False,16.0,0.0,Санкт-Петербург,24535.0,1276.0,2.0,646.0,3.0,31.0,36.0
1801,11,2750000.0,53.0,2017-01-09T00:00:00,2,2.55,5.0,30.0,4,,False,False,8.3,0.0,Коммунар,,,,,,,39.0
1802,9,3400000.0,32.0,2018-07-25T00:00:00,1,2.7,18.0,15.0,8,False,False,False,8.4,1.0,Кудрово,,,,,,,8.0
1803,19,9000000.0,57.5,2019-03-04T00:00:00,2,,22.0,32.5,10,,False,False,10.6,,Санкт-Петербург,43269.0,13145.0,1.0,417.0,0.0,,10.0
1804,20,13800000.0,114.0,2018-10-29T00:00:00,3,3.4,5.0,51.0,2,,False,False,41.0,1.0,Санкт-Петербург,36460.0,9271.0,2.0,2665.0,3.0,282.0,
1805,11,2900000.0,34.1,2017-09-25T00:00:00,1,,16.0,14.4,5,,False,False,8.7,1.0,Колпино,25518.0,31305.0,1.0,209.0,0.0,,239.0
1806,11,3380000.0,35.0,2019-01-27T00:00:00,1,2.5,9.0,21.0,7,,False,False,6.4,2.0,Красное Село,25531.0,28956.0,3.0,195.0,0.0,,
1807,8,5400000.0,54.0,2018-02-20T00:00:00,3,2.5,9.0,36.0,5,,False,False,6.0,,Санкт-Петербург,21309.0,10606.0,1.0,160.0,0.0,,32.0
1808,19,59914124.0,274.65,2017-07-10T00:00:00,6,3.0,8.0,159.5,7,,False,False,21.1,1.0,Санкт-Петербург,27124.0,7463.0,3.0,318.0,2.0,509.0,259.0
1809,6,5400000.0,68.8,2018-11-16T00:00:00,2,2.75,22.0,35.55,16,,False,False,13.67,,посёлок Мурино,,,,,,,24.000000000000004
1810,9,30877260.0,127.6,2018-10-12T00:00:00,4,2.75,9.0,68.0,9,,False,False,16.72,,Санкт-Петербург,31227.0,3541.0,0.0,,0.0,,
1811,5,8250000.0,115.2,2015-12-05T00:00:00,3,,6.0,56.1,4,,False,False,24.5,0.0,Санкт-Петербург,22544.0,1949.0,2.0,270.0,1.0,748.0,486.0
1812,10,5100000.0,57.0,2016-05-20T00:00:00,2,2.8,22.0,28.98,12,,False,False,11.14,0.0,деревня Кудрово,,,,,,,38.0
1813,0,15000000.0,179.0,2017-04-09T00:00:00,7,,5.0,126.4,5,,False,False,20.9,0.0,Санкт-Петербург,20070.0,3186.0,1.0,104.0,1.0,803.0,15.0
1814,5,5900000.0,47.65,2018-02-19T00:00:00,1,2.75,25.0,22.15,19,,False,False,12.4,2.0,Санкт-Петербург,17467.0,12318.0,0.0,,0.0,,85.0
1815,11,3800000.0,38.8,2018-02-27T00:00:00,1,,26.0,14.0,7,,False,False,10.8,2.0,Санкт-Петербург,23239.0,12102.0,1.0,1021.0,1.0,893.0,57.0
1816,3,1650000.0,22.0,2016-09-19T00:00:00,1,,18.0,10.0,15,,False,False,,0.0,Никольское,,,,,,,274.0
1817,0,7190000.0,54.9,2018-10-29T00:00:00,2,2.6,14.0,31.1,4,,False,False,8.2,1.0,Санкт-Петербург,17235.0,12490.0,0.0,,0.0,,11.000000000000002
1818,19,7990000.0,64.0,2018-06-26T00:00:00,3,2.64,12.0,38.7,10,,False,False,8.6,,Санкт-Петербург,35620.0,9913.0,1.0,91.0,1.0,819.0,
1819,11,4600000.0,101.6,2019-03-23T00:00:00,4,3.0,3.0,67.8,2,,False,False,14.9,1.0,посёлок городского типа имени Морозова,,,,,,,
1820,9,5600000.0,55.1,2018-12-18T00:00:00,2,2.7,9.0,31.0,3,,False,False,9.0,,Санкт-Петербург,33162.0,12903.0,0.0,,0.0,,116.0
1821,5,850000.0,35.0,2018-01-12T00:00:00,1,,9.0,,5,,False,False,,,Кингисепп,,,,,,,45.00000000000001
1822,7,7000000.0,64.9,2017-07-29T00:00:00,2,2.8,24.0,33.1,10,,False,False,17.9,0.0,Санкт-Петербург,18695.0,16268.0,1.0,51.0,1.0,344.0,110.0
1823,18,3900000.0,50.2,2018-01-09T00:00:00,2,,9.0,29.6,2,,False,False,7.8,,посёлок Шушары,17307.0,30523.0,0.0,,1.0,784.0,193.00000000000003
1824,20,4475000.0,61.0,2018-02-26T00:00:00,2,,7.0,35.0,4,,False,False,10.0,,посёлок Бугры,,,,,,,284.0
1825,16,4650000.0,60.0,2018-06-17T00:00:00,3,2.5,12.0,39.4,7,,False,False,7.0,,Сестрорецк,57380.0,34309.0,2.0,448.0,3.0,82.0,15.0
1826,9,1150000.0,74.0,2018-08-26T00:00:00,3,2.5,5.0,47.0,1,,False,False,9.0,,Сланцы,,,,,,,61.0
1827,15,4950000.0,55.0,2016-03-31T00:00:00,2,,6.0,30.0,3,,False,False,8.3,0.0,Санкт-Петербург,38310.0,13208.0,1.0,660.0,1.0,856.0,168.0
1828,8,3990000.0,39.0,2017-04-06T00:00:00,1,2.75,23.0,17.0,20,False,False,False,10.3,2.0,Санкт-Петербург,43731.0,10898.0,0.0,,0.0,,203.0
1829,20,12700000.0,92.0,2019-04-01T00:00:00,4,3.2,5.0,65.0,2,,False,False,13.0,,Санкт-Петербург,23496.0,3037.0,0.0,,0.0,,
1830,20,11250000.0,95.0,2018-06-21T00:00:00,3,2.7,24.0,50.0,17,,False,False,16.4,2.0,Санкт-Петербург,33249.0,10804.0,2.0,592.0,0.0,,95.0
1831,10,3850000.0,41.0,2017-09-09T00:00:00,1,,4.0,16.0,4,,False,False,12.0,2.0,Сестрорецк,54050.0,35150.0,0.0,,0.0,,7.0
1832,4,3055000.0,32.84,2018-03-28T00:00:00,1,,24.0,,2,,False,False,11.05,,посёлок Мурино,,,,,,,80.0
1833,18,3750000.0,33.3,2018-09-01T00:00:00,1,2.5,9.0,16.3,1,False,False,False,9.3,,Санкт-Петербург,15891.0,14687.0,0.0,,1.0,65.0,99.0
1834,4,1400000.0,43.0,2019-03-28T00:00:00,2,2.5,5.0,30.0,2,,False,False,4.5,,Сясьстрой,,,,,,,
1835,11,5500000.0,76.2,2017-01-25T00:00:00,3,2.5,5.0,46.6,4,,False,False,10.8,0.0,поселок Бугры,,,,,,,176.00000000000003
1836,18,8130000.0,81.0,2019-04-02T00:00:00,3,2.8,22.0,45.6,3,,False,False,13.8,2.0,Санкт-Петербург,52212.0,16802.0,0.0,,1.0,733.0,
1837,18,5050000.0,62.4,2019-02-23T00:00:00,3,2.55,9.0,39.5,1,,False,False,9.8,,Санкт-Петербург,12588.0,15180.0,0.0,,0.0,,
1838,5,3480000.0,31.4,2018-11-16T00:00:00,1,2.5,5.0,17.5,3,,False,False,6.0,,Санкт-Петербург,40232.0,9491.0,0.0,,0.0,,3.0000000000000004
1839,16,4025000.0,41.3,2018-09-25T00:00:00,2,2.5,5.0,26.9,4,,False,False,5.8,1.0,Санкт-Петербург,21255.0,15623.0,1.0,756.0,1.0,399.0,89.00000000000001
1840,17,9900000.0,78.6,2017-01-26T00:00:00,3,3.0,5.0,51.4,3,,False,False,9.0,0.0,Санкт-Петербург,20930.0,1641.0,2.0,481.0,3.0,444.0,4.0
1841,7,6790000.0,66.2,2017-06-25T00:00:00,2,,16.0,33.0,4,,False,False,11.0,2.0,Санкт-Петербург,24462.0,12032.0,1.0,474.0,0.0,,78.0
1842,3,13800000.0,92.0,2015-09-26T00:00:00,5,,5.0,71.0,2,,False,False,,0.0,Санкт-Петербург,22748.0,1884.0,3.0,136.0,2.0,835.0,326.0
1843,12,5260000.0,65.3,2018-12-17T00:00:00,3,2.55,5.0,,4,,False,False,7.4,5.0,Гатчина,,,,,,,66.0
1844,16,3660000.0,39.0,2017-02-19T00:00:00,1,2.5,16.0,17.0,6,False,False,False,10.0,2.0,Санкт-Петербург,49820.0,15525.0,0.0,,0.0,,81.0
1845,7,4450000.0,55.4,2016-12-05T00:00:00,3,,5.0,40.9,3,,False,False,5.3,,Санкт-Петербург,42392.0,9518.0,1.0,206.0,0.0,,629.0
1846,17,15093000.0,66.2,2016-06-20T00:00:00,1,,8.0,25.44,2,,False,False,13.7,0.0,Санкт-Петербург,27102.0,7442.0,2.0,164.0,2.0,473.0,66.0
1847,6,3700000.0,63.0,2017-04-25T00:00:00,1,3.2,6.0,25.0,1,,False,False,20.0,,Красное Село,26585.0,30010.0,2.0,850.0,2.0,132.0,436.0
1848,3,3640000.0,39.0,2016-05-13T00:00:00,1,,17.0,20.1,17,,False,False,8.2,1.0,Санкт-Петербург,33457.0,14480.0,0.0,,1.0,269.0,150.0
1849,6,5980000.0,62.0,2016-02-24T00:00:00,2,,14.0,32.0,14,False,False,False,13.0,0.0,Санкт-Петербург,41570.0,11703.0,1.0,493.0,0.0,,177.00000000000003
